Title,Named-entity,Frequency
Angela Merkel,20190520183452,1
Angela Merkel,45722124,2
Angela Merkel,27 2021,1
Angela Merkel,20210527005603,1
Angela Merkel,harvard university s commencement,1
Angela Merkel,harvard university,1
Angela Merkel,larry bacow,1
Angela Merkel,https news harvard edu,4
Angela Merkel,harvard edu,1
Angela Merkel,27 2019 archive,1
Angela Merkel,20190527202744,1
Angela Merkel,nato contribution ref politicomerkeleu,1
Angela Merkel,eu article germany break,1
Angela Merkel,20190920082933,1
Angela Merkel,https www politico eu article germany break,1
Angela Merkel,1 3518383,1
Angela Merkel,20191022015511,1
Angela Merkel,washington times,1
Angela Merkel,103634,1
Angela Merkel,20190920082934,1
Angela Merkel,ref ref dtmerkeleu,1
Angela Merkel,12193876,2
Angela Merkel,20220110,1
Angela Merkel,03,3
Angela Merkel,mauricio macri,1
Angela Merkel,december 2018,2
Angela Merkel,october,1
Angela Merkel,bavarian,2
Angela Merkel,20201217163832,1
Angela Merkel,20190901093019,1
Angela Merkel,cdu ref cite news,1
Angela Merkel,58820813,2
Angela Merkel,20181029113821,1
Angela Merkel,annegret kramp,2
Angela Merkel,20210110125654,1
