Title,Named-entity,Frequency
Ed Sheeran,26748425,1
Ed Sheeran,37422315,1
Ed Sheeran,15 november 2014,1
Ed Sheeran,30 british,1
Ed Sheeran,west studio,1
Ed Sheeran,west african,1
Ed Sheeran,11220735,2
Ed Sheeran,2015 10,1
Ed Sheeran,winter,2
Ed Sheeran,20151208094235,1
Ed Sheeran,turn2us,1
Ed Sheeran,bbc s,1
Ed Sheeran,31 july 2019,1
Ed Sheeran,liam,1
Ed Sheeran,jeremy corbyn,3
Ed Sheeran,4,2
Ed Sheeran,jeremy corbyn liam,1
Ed Sheeran,99,1
Ed Sheeran,corbyn ed,1
Ed Sheeran,age 18,1
Ed Sheeran,suffolk,1
Ed Sheeran,50897377,1
Ed Sheeran,170,1
Ed Sheeran,170 000,1
Ed Sheeran,170000,1
Ed Sheeran,2671657,1
Ed Sheeran,sheeran donation ipswich hospital ref cite news,1
Ed Sheeran,52298499,1
Ed Sheeran,june 2020,2
Ed Sheeran,1 million,1
Ed Sheeran,child s hospital ward ref cite news,1
Ed Sheeran,1million,1
Ed Sheeran,million pound,1
Ed Sheeran,capitalfm ref,1
Ed Sheeran,ed sheeran suffolk,1
Ed Sheeran,23 october 2020,1
Ed Sheeran,220,1
Ed Sheeran,david beckham,1
Ed Sheeran,lego brick,1
Ed Sheeran,british legion framlingham,1
Ed Sheeran,2 2020,1
Ed Sheeran,footballer marcus rashford s free school,1
Ed Sheeran,sheeran s charity framlingham foundation,1
Ed Sheeran,22940473,1
Ed Sheeran,2014 cameo,1
Ed Sheeran,soap opera shortland,1
Ed Sheeran,nbc,1
Ed Sheeran,later year,1
Ed Sheeran,teddy ed,1
Ed Sheeran,fx tv,1
Ed Sheeran,811150,1
Ed Sheeran,hollywood,1
Ed Sheeran,sheeran cameo,2
Ed Sheeran,article 183894,1
Ed Sheeran,july 2017,1
Ed Sheeran,date 17 july 2017,3
Ed Sheeran,david benioff,1
Ed Sheeran,try year,1
Ed Sheeran,throne season 7,2
Ed Sheeran,17 july 2017,3
Ed Sheeran,7866309,1
Ed Sheeran,delete,2
Ed Sheeran,2017 07,1
Ed Sheeran,cameo mistake,2
Ed Sheeran,august 2017 ref,1
Ed Sheeran,heinz tomato ketchup ref heinz,1
Ed Sheeran,heinz ketchup,4
Ed Sheeran,advert s cringe,1
Ed Sheeran,2019 06,1
Ed Sheeran,9991604,1
Ed Sheeran,7 july 2019,2
Ed Sheeran,ref heinz ref cite news,1
Ed Sheeran,10 july 2019,1
Ed Sheeran,1 3,1
Ed Sheeran,heinz,1
Ed Sheeran,ed date way,1
Ed Sheeran,heinz edchup ref heinz,1
Ed Sheeran,danny boyle,3
Ed Sheeran,anne,1
Ed Sheeran,danny boyle s beatle,1
Ed Sheeran,1202153594,1
Ed Sheeran,2 july 2019,1
Ed Sheeran,alexis petridis,1
Ed Sheeran,20210302060726,1
Ed Sheeran,18,2
Ed Sheeran,laura,1
Ed Sheeran,15 march 2019,1
Ed Sheeran,ref billboard magazine billboard writer jason lipshutz,1
Ed Sheeran,date 17 february 2015,1
Ed Sheeran,20201030183655,1
Ed Sheeran,11e4,1
Ed Sheeran,00144feabdc0,2
Ed Sheeran,craig mclean,1
Ed Sheeran,30 october 2020 date,1
Ed Sheeran,iheartmedia,1
Ed Sheeran,sharon dastur,1
Ed Sheeran,sheeran de facto voice,1
Ed Sheeran,sheeran s niche,1
