Title,Named-entity,Frequency
Selena Gomez,april 8 2013,1
Selena Gomez,10,4
Selena Gomez,10 124 kissfm 97,1
Selena Gomez,20141027003817,1
Selena Gomez,10 archive,1
Selena Gomez,1568738,1
Selena Gomez,billboard chart ref cite magazine url https,1
Selena Gomez,april 25 2019,1
Selena Gomez,july 23 2013,1
Selena Gomez,97 000,1
Selena Gomez,article news,1
Selena Gomez,5317207,1
Selena Gomez,jay z,3
Selena Gomez,article 5317207,1
Selena Gomez,ref ref caulfield,1
Selena Gomez,43,1
Selena Gomez,second week fall chart week,1
Selena Gomez,170511252,1
Selena Gomez,august 12 2015,4
Selena Gomez,week end aug,1
Selena Gomez,145540604,1
Selena Gomez,title week end,1
Selena Gomez,gerrick d kennedy,1
Selena Gomez,20131114,1
Selena Gomez,rihanna,2
Selena Gomez,november 15 2013,1
Selena Gomez,4347360,1
Selena Gomez,22,1
Selena Gomez,3635513,1
Selena Gomez,jackson britney,1
Selena Gomez,ref gomezannouncessdwt,1
Selena Gomez,michael title,1
Selena Gomez,april 15 2013,1
Selena Gomez,392 000,1
Selena Gomez,20150903193040,1
Selena Gomez,september 3 2015,1
Selena Gomez,august 19 2015,1
Selena Gomez,august 14 2013,1
Selena Gomez,mtv4,1
Selena Gomez,1712155,1
Selena Gomez,north america europe,1
Selena Gomez,australian,1
Selena Gomez,december 2013,1
Selena Gomez,january 2014,1
Selena Gomez,arizona,1
Selena Gomez,2 week,2
Selena Gomez,rehab rehab health,1
Selena Gomez,05,2
Selena Gomez,20170326214949,1
Selena Gomez,5583,1
Selena Gomez,february 5 2014,2
Selena Gomez,stampler ref ref,1
Selena Gomez,jordan ref gomez,1
Selena Gomez,142742,1
Selena Gomez,october 9 2015,5
Selena Gomez,ref ref cite news,1
Selena Gomez,iid,1
Selena Gomez,cnn,3
Selena Gomez,october 11 2015,1
Selena Gomez,nat wolff ref cite news url https,1
Selena Gomez,356487,1
Selena Gomez,tatiana siegel,1
Selena Gomez,date july 31 2012,1
Selena Gomez,august 2014,3
Selena Gomez,2014 08 01,1
Selena Gomez,zero percent,2
Selena Gomez,zero,3
Selena Gomez,14 2014,2
Selena Gomez,august 3 2014,1
Selena Gomez,william h,2
Selena Gomez,macy ref ford,1
Selena Gomez,anton 432019,1
Selena Gomez,anton yelchin,1
Selena Gomez,april 1 2013,1
Selena Gomez,ford,1
Selena Gomez,april 18 2013,1
Selena Gomez,mcdonnell,1
Selena Gomez,brandy,1
Selena Gomez,article 3833031,1
Selena Gomez,28 2013,1
Selena Gomez,91,1
Selena Gomez,93,1
Selena Gomez,20140515155558,1
Selena Gomez,1 1753689,1
Selena Gomez,uk,1
Selena Gomez,november 7 2014 date april 18 2014,1
Selena Gomez,147050,2
Selena Gomez,20141117205734,1
Selena Gomez,november 17 2014,1
Selena Gomez,ve2dcpnf le title selena,1
Selena Gomez,20130607233954,1
Selena Gomez,november 6 confirm month,1
Selena Gomez,spell url https www billboard,1
Selena Gomez,6296353,1
Selena Gomez,million copy ref sale cite magazine url https,1
Selena Gomez,6634614,1
Selena Gomez,gary magazine billboard magazine,1
Selena Gomez,date july 19 2015,1
Selena Gomez,november 24,1
Selena Gomez,751490,1
Selena Gomez,35 506,1
Selena Gomez,november 27 2014,1
Selena Gomez,december 2014,1
Selena Gomez,22 2015,1
Selena Gomez,february 23 2015,1
Selena Gomez,ref cite magazine,4
Selena Gomez,6472886,1
Selena Gomez,fourth,2
Selena Gomez,june 22 2015,1
Selena Gomez,300102253,1
Selena Gomez,27 2015,3
Selena Gomez,179 000,1
Selena Gomez,gary url,2
Selena Gomez,6613247,1
Selena Gomez,9,3
Selena Gomez,ref popsong cite magazine,1
Selena Gomez,6693364,1
Selena Gomez,14 2015,2
Selena Gomez,ref ref cite magazine url https www billboard com artist 278617,1
Selena Gomez,350,1
Selena Gomez,radio song magazine,1
Selena Gomez,august 2015,1
Selena Gomez,12,2
Selena Gomez,1201477200,1
Selena Gomez,october 7 2015,3
Selena Gomez,september 25,1
Selena Gomez,september 2015,2
Selena Gomez,today live 2015,1
Selena Gomez,50144934103,1
Selena Gomez,220px,1
Selena Gomez,american tv,1
Selena Gomez,6640915,1
Selena Gomez,billboard ref review,1
Selena Gomez,20151015,1
Selena Gomez,october 15 2015,2
Selena Gomez,2015 10 09 album week,1
Selena Gomez,73476420,1
Selena Gomez,usa,2
Selena Gomez,today date october 9 2015,1
Selena Gomez,tim,1
Selena Gomez,200 week,1
Selena Gomez,117 000,1
Selena Gomez,ref gomez,1
Selena Gomez,6731005,1
Selena Gomez,october 18 2015,2
Selena Gomez,gomez s high week,1
Selena Gomez,november 12 2015,1
Selena Gomez,michael jackson,2
Selena Gomez,6762237,1
Selena Gomez,19 2015,1
Selena Gomez,ref ref cite magazine url https www billboard,1
Selena Gomez,6836525,1
Selena Gomez,gary ref,2
Selena Gomez,hot100,1
Selena Gomez,billboard magazine billboard ref,1
Selena Gomez,2016 04,1
Selena Gomez,5,8
Selena Gomez,7318903,1
Selena Gomez,april 4 2016,1
Selena Gomez,gary ref gomez cameo,1
Selena Gomez,december 11,1
Selena Gomez,steve carell,2
Selena Gomez,brad,1
Selena Gomez,september 22 2015,1
Selena Gomez,saturday,1
Selena Gomez,night,2
Selena Gomez,ronda rousey,1
Selena Gomez,20160124,1
Selena Gomez,2016 6,1
Selena Gomez,revivaltour,2
Selena Gomez,6715542,1
Selena Gomez,november 17 2015,1
Selena Gomez,north america asia,1
Selena Gomez,european,1
Selena Gomez,south america,1
Selena Gomez,august 2016,1
Selena Gomez,40237,2
Selena Gomez,august 31,1
Selena Gomez,20160901153926,1
Selena Gomez,lambda sorority ref,1
Selena Gomez,justin kroll,1
Selena Gomez,charlie puth don,1
Selena Gomez,ref reach ref cite magazine url https www billboard,1
Selena Gomez,6473237,1
Selena Gomez,379,1
Selena Gomez,charlie puth chart,1
Selena Gomez,linda,1
Selena Gomez,january 29,1
Selena Gomez,june,2
Selena Gomez,june 24,1
